Title,Author,Description,Genres,cover
Os Impetuosos,Luísa Beltrão,"Este romance dá continuidade à tetralogia iniciada com «Os Pioneiros» - a saga de uma família portuguesa fundada no século passado. Neste novo volume são evocadas aventuras, ambientes, acontecimentos políticos e sociais, mentalidades e tudo isso religado por uma subtilíssima trama de relações. Destacam-se figuras vivas, evoluindo e agindo com o mesmo arrebatamento que a todos contaminava nessa época de intensa mudança. Mais do que um retrato de família, esta narrativa ganha uma realidade própria que se apoia tanto na memória da ""Tia Graça"" quanto numa rigorosa e apaixonada investigação sobre um tempo que decorre entre o fim da Monarquia, a implantação da República e a I Guerra Mundial. Luísa Beltrão reafirma neste novo romance um estilo bem pessoal, simultaneamente denso e leve, que nos transporta magicamente para dentro de um quotidiano vivido, onde nos reconhecemos no nosso próprio devir colectivo.",['Historical Fiction'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298824449l/6829957.jpg
I Hotel,"Karen Tei Yamashita, Sina Grace (Goodreads Author) (Illustrator), Leland Wong (Illustrator)","A multi-voiced fusion of prose, playwriting, graphic art, and philosophy that spins an epic tale of America’s struggle for civil rights as it played out in San Francisco’s Chinatown. Divided into ten novellas, one for each year, I Hotel begins in 1968, when Martin Luther King and Bobby Kennedy were assassinated, students took to the streets, the Vietnam War raged, and cities burned.As Karen Yamashita’s motley cast of students, laborers, artists, revolutionaries, and provocateurs make their way through the history of the day, they become caught in a riptide of politics and passion, clashing ideologies and personal turmoil. And by the time the survivors unite to save the International Hotel—epicenter of the Yellow Power Movement—their stories have come to define the very heart of the American experience.","['Fiction', 'Historical Fiction', 'Short Stories', 'Literary Fiction', 'Novels', 'Contemporary', 'American', 'Graphic Novels', 'Race', 'Asian Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328752960l/7084002.jpg
The Connected Child: Bring Hope and Healing to Your Adoptive Family,Karyn B. Purvis,"The adoption of a child is always a joyous moment in the life of a family. Some adoptions, though, present unique challenges. Welcoming these children into your family--and addressing their special needs--requires care, consideration, and compassion.Written by two research psychologists specializing in adoption and attachment, ""The Connected Child"" will help you: Build bonds of affection and trust with your adopted child Effectively deal with any learning or behavioral disorders Discipline your child with love without making him or her feel threatened","['Adoption', 'Parenting', 'Nonfiction', 'Fostering', 'Family', 'Social Work', 'Counselling', 'Self Help', 'Psychology', 'Education']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348281051l/776763.jpg
The Ambassadors,"Henry James, Harry Levin","Graham Greene and E.M. Forster marvelled at it, but F.R. Leavis considered it to be 'not only not one of his great books, but to be a bad one.' As for the author, he held The Ambassadors as the favorite among all his novels.Sent from Massachusetts by the formidable Mrs. Newsome to recall her son, Chad, from what she assumes to be a corrupt life in Paris, Strether finds his intentions subtly and profoundly transformed as he falls under the spell of the city and of his charge. He is quick to perceive that Chad has been not so much corrupted as refined, and over the course of the hot summer months in Paris he gradually realizes that this discovery and acceptance of Chad's unconventional new lifestyle alter his own ideals and ambitions.One of Henry James's three final novels, all of which have sharply divided modern critics, The Ambassadors is the finely drawn portrait of a man's late awakening to the importance of morality that is founded not on the dictates of convention but on its value per se.","['Classics', 'Fiction', 'Literature', 'Novels', 'American', 'Literary Fiction', '20th Century', 'France', 'Historical Fiction', 'Classic Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1191378040l/775366._SY475_.jpg
Alexis Cool as a Cupcake,"Coco Simon, Elizabeth Doyle Carey (Goodreads Author)","The Cupcake Club learns that good leadership is a huge part of running a successful business—and friendship is the icing on the cake! Alexis is the clear leader of the Cupcake Club: She’s organized, punctual, and happy to take on the stuff like scheduling, budgets, invoicing, and the things that the other girls don’t really want to do. In other words, the “unfun” things. But one day Alexis feels particularly unappreciated and informs the Cupcake Club that she is no longer in charge! After deadlines get missed and supplies aren’t bought, the girls realize they definitely need a leader….And Alexis realizes being the leader is kind of cool; as long as you know how to ask for help when you need it!","['Realistic Fiction', 'Middle Grade', 'Juvenile', 'Childrens']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435945193l/13080666._SX318_.jpg
"Collected Poems, 1909-1962",T.S. Eliot,"There is no more authoritative collection of the poetry that T.S. Eliot himself wished to preserve than this volume, published two years before his death in 1965.Poet, dramatist, critic, and editor, T. S. Eliot was one of the defining figures of twentieth-century poetry. This edition of Collected Poems 1909-1962 includes his verse from Prufrock and Other Observations (1917) to Four Quartets (1943), and includes such literary landmarks as 'The Waste Land' and 'Old Possum's Book of Practical Cats'.","['Poetry', 'Classics', 'Literature', '20th Century', 'Fiction', 'American', 'British Literature', 'Classic Literature', 'Nobel Prize', 'Anthologies']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349070555l/142080.jpg
The Last Man Alive,A.S. Neill,The adventures of a group who survived a poisonous cloud that turned everyone else into stone.,"['Fiction', 'Childrens', 'Science Fiction', 'Young Adult', 'German Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357082993l/888947.jpg
Narrative of Sojourner Truth,"Sojourner Truth, Olive Gilbert","One of the most famous and admired African-American women in U.S. history, Sojourner Truth sang, preached, and debated at camp meetings across the country, led by her devotion to the antislavery movement and her ardent pursuit of women's rights. Born into slavery in 1797, Truth fled from bondage some 30 years later to become a powerful figure in the progressive movements reshaping American society.This remarkable narrative, first published in 1850, offers a rare glimpse into the little-documented world of Northern slavery. Truth recounts her life as a slave in rural New York, her separation from her family, her religious conversion, and her life as a traveling preacher during the 1840s. She also describes her work as a social reformer, counselor of former slaves, and sponsor of a black migration to the West.A spellbinding orator and implacable prophet, Truth mesmerized audiences with her tales of life in bondage and with her moving renditions of Methodist hymns and her own songs. Frederick Douglass described her message as a ""strange compound of wit and wisdom, of wild enthusiasm, and flint-like common sense."" This inspiring account of a black woman's struggles for racial and sexual equality is essential reading for students of American history, as well as for those interested in the continuing quest for equality of opportunity.","['History', 'Nonfiction', 'Biography', 'Classics', 'Memoir', 'Feminism', 'African American', 'Autobiography', 'Biography Memoir', 'American History']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328343279l/11637339.jpg
Bezonken rood,Jeroen Brouwers,Samen met zijn moeder bracht Jeroen Brouwers zijn kleuterjaren door in het Japanse interneringskamp Tjideng op Java. In de roman Bezonken rood heeft hij op aangrijpende wijze zijn herinneringen verwerkt aan deze periode uit zijn jeugd.,"['Fiction', 'Dutch Literature', 'Literature', 'School', 'Read For School', 'War', 'Novels', 'Classics', 'Roman', '20th Century']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369859111l/1761266.jpg
New Moon Summer,S.M. Reine (Goodreads Author),"Rylie is Alpha: the leader of the werewolves. They're an endangered species living in a sanctuary, and she's guarded them for two peaceful years.The peace is shattered when somebody sends Rylie a threatening silver bullet. A new member of the pack goes missing. And to make things worse, her inner beast is strangely attracted to her boyfriend's brother, leaving her torn between the love of two men--one of them a werewolf, and the other a former hunter.","['Paranormal', 'Romance', 'Werewolves', 'Young Adult', 'Fantasy', 'Shapeshifters', 'Paranormal Romance', 'Urban Fantasy', 'Amazon', 'Supernatural']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349266775l/16064710.jpg
